1100,122110,1,2000
1100,122111,1,2000
1100,122112,2,4000
1100,122122,1,2000
1100,122123,1,2000
1100,122125,1,2000
1100,122131,1,2000
1100,122403,1,2000
1100,122415,2,4000
1100,122417,2,4000
1100,122418,1,2000
1100,122503,2,4000
1100,122504,3,6000
1100,122506,2,4000
1100,122508,2,4000
1100,122510,1,2000
1100,122603,2,4000
1100,122606,2,4000
1100,122607,1,2000
1100,123126,2,4000
1100,123405,1,2000
1100,123410,1,2000
1100,123412,1,2000
1100,123416,2,4000
1100,123417,1,2000
1100,123419,1,2000
1100,123502,1,2000
1100,123506,1,2000
1100,123514,1,2000
1100,123527,2,4000
1100,123529,2,4000
1100,123532,3,6000
1100,123537,3,6000
1100,123542,2,4000
1100,123545,2,4000
1100,123547,2,4000
1100,123548,1,2000
1101,100703,5,14500
1101,100704,5,14500
1101,100753,1,2900
1101,100757,2,5800
1101,100981,-73,-211700
1101,101116,1,2900
1101,101302,2,5800
1101,101503,3,8700
1101,101505,2,5800
1101,102101,2,5800
1101,102106,1,2900
1101,102115,2,5800
1101,102123,2,5800
1101,102125,4,11600
1101,102126,1,2900
1101,102127,3,8700
1101,102129,2,5800
1101,102130,3,8700
1101,102131,1,2900
1101,102402,1,2900
1101,102411,1,2900
1101,102412,1,2900
1101,102413,2,5800
1101,102414,1,2900
1101,102415,2,5800
1101,102503,1,2900
1101,102505,6,17400
1101,102510,3,8700
1101,102512,7,20300
1101,102514,2,5800
1101,102515,4,11600
1101,102516,2,5800
1101,102518,1,2900
1101,106160,1,2900
1101,106162,1,2900
1101,106163,1,2900
1101,106164,1,2900
1101,106604,1,2900
1101,106606,1,2900
1101,106614,1,2900
1101,106971,-109,-316100
1101,107104,2,5800
1101,107113,2,5800
1101,107114,6,17400
1101,107115,1,2900
1101,107116,1,2900
1101,107121,1,2900
1101,107201,2,5800
1101,107405,2,5800
1101,107412,1,2900
1101,107413,1,2900
1101,107415,1,2900
1101,107418,2,5800
1101,107421,1,2900
1101,107422,1,2900
1101,107453,3,8700
1101,107454,2,5800
1101,107455,6,17400
1101,107456,1,2900
1101,107502,1,2900
1101,107503,3,8700
1101,107509,2,5800
1101,107510,13,37700
1101,107511,3,8700
1101,107512,5,14500
1101,107513,1,2900
1101,107514,9,26100
1101,107515,1,2900
1101,107516,7,20300
1101,107551,2,5800
1101,107552,3,8700
1101,107553,2,5800
1101,108508,1,2900
1101,108704,3,8700
1101,109704,1,2900
1101,109705,1,2900
1101,109802,2,5800
1101,109803,6,17400
1101,109804,2,5800
1101,110162,2,5800
1101,110164,1,2900
1101,110408,1,2900
1101,110456,1,2900
1101,110505,2,5800
1101,110553,1,2900
1101,110971,-43,-124700
1101,111301,2,5800
1101,111302,5,14500
1101,111404,2,5800
1101,111501,4,11600
1101,111503,2,5800
1101,111504,1,2900
1101,112112,2,5800
1101,112127,2,5800
1101,112129,3,8700
1101,112134,3,8700
1101,112202,1,2900
1101,112302,3,8700
1101,112414,1,2900
1101,112507,7,20300
1101,116101,2,5800
1101,116102,1,2900
1101,116109,1,2900
1101,116110,1,2900
1101,116111,1,2900
1101,116112,2,5800
1101,116115,2,5800
1101,116117,2,5800
1101,116155,1,2900
1101,116161,2,5800
1101,116162,2,5800
1101,116251,2,5800
1101,116252,1,2900
1101,116253,1,2900
1101,116451,4,11600
1101,116452,8,23200
1101,116454,1,2900
1101,116455,2,5800
1101,116456,2,5800
1101,116457,1,2900
1101,116458,11,31900
1101,116551,3,8700
1101,116552,2,5800
1101,116553,2,5800
1101,116554,2,5800
1101,116555,1,2900
1101,116556,4,11600
1101,116557,7,20300
1101,116558,1,2900
1101,116560,3,8700
1101,116561,2,5800
1101,116562,3,8700
1101,116602,2,5800
1101,116603,1,2900
1101,116604,2,5800
1101,116605,3,8700
1101,116607,3,8700
1101,116608,3,8700
1101,116609,2,5800
1101,116610,5,14500
1101,116611,2,5800
1101,116613,6,17400
1101,116614,5,14500
1101,116615,3,8700
1101,116616,2,5800
1101,116971,-429,-1244100
1101,117103,1,2900
1101,117111,4,11600
1101,117112,4,11600
1101,117117,2,5800
1101,117118,1,2900
1101,117403,3,8700
1101,117417,1,2900
1101,117420,2,5800
1101,117425,2,5800
1101,117501,1,2900
1101,117504,2,5800
1101,117517,4,11600
1101,117518,1,2900
1101,117519,2,5800
1101,117520,3,8700
1101,117522,3,8700
1101,117523,7,20300
1101,117524,9,26100
1101,118301,5,14500
1101,118302,1,2900
1101,118403,3,8700
1101,118408,2,5800
1101,118412,3,8700
1101,118421,2,5800
1101,118423,1,2900
1101,118424,2,5800
1101,118502,3,8700
1101,118505,3,8700
1101,118506,5,14500
1101,118507,3,8700
1101,118508,2,5800
1101,118512,1,2900
1101,118513,1,2900
1101,118514,5,14500
1101,118516,1,2900
1101,118703,2,5800
1101,118704,7,20300
1101,118705,1,2900
1101,118706,2,5800
1101,118707,4,11600
1101,118751,2,5800
1101,118753,1,2900
1101,118755,1,2900
1101,118759,4,11600
1101,118802,4,11600
1101,118803,2,5800
1101,118804,3,8700
1101,118805,4,11600
1101,118806,2,5800
1101,118851,2,5800
1101,118852,3,8700
1101,119303,6,17400
1101,119304,5,14500
1101,119401,1,2900
1101,119403,6,17400
1101,119405,8,23200
1101,119406,1,2900
1101,119407,4,11600
1101,119408,4,11600
1101,119409,4,11600
1101,119412,5,14500
1101,119413,2,5800
1101,119414,9,26100
1101,119415,1,2900
1101,119416,4,11600
1101,119417,3,8700
1101,119418,1,2900
1101,119419,3,8700
1101,119422,1,2900
1101,119424,5,14500
1101,119501,2,5800
1101,119502,1,2900
1101,119503,3,8700
1101,119504,7,20300
1101,119505,6,17400
1101,119506,4,11600
1101,119507,6,17400
1101,119508,6,17400
1101,119509,6,17400
1101,119510,5,14500
1101,119511,6,17400
1101,119512,5,14500
1101,119513,3,8700
1101,119514,2,5800
1101,119515,1,2900
1101,119516,2,5800
1101,119517,5,14500
1101,119519,4,11600
1101,119520,4,11600
1101,119601,2,5800
1101,119602,3,8700
1101,119603,11,31900
1101,119604,5,14500
1101,120155,2,5800
1101,120159,1,2900
1101,120160,1,2900
1101,120162,1,2900
1101,120301,1,2900
1101,120302,2,5800
1101,120303,1,2900
1101,120304,1,2900
1101,120401,3,8700
1101,120402,1,2900
1101,120406,1,2900
1101,120407,1,2900
1101,120408,2,5800
1101,120412,1,2900
1101,120452,1,2900
1101,120453,1,2900
1101,120455,2,5800
1101,120456,1,2900
1101,120458,6,17400
1101,120459,1,2900
1101,120460,2,5800
1101,120461,5,14500
1101,120462,3,8700
1101,120501,2,5800
1101,120502,4,11600
1101,120503,3,8700
1101,120504,1,2900
1101,120508,2,5800
1101,120552,1,2900
1101,120553,3,8700
1101,120554,1,2900
1101,120556,4,11600
1101,120557,3,8700
1101,120558,6,17400
1101,120901,-115,-333500
1101,121103,1,2900
1101,121104,1,2900
1101,121113,1,2900
1101,121114,2,5800
1101,121401,1,2900
1101,121402,2,5800
1101,121403,1,2900
1101,121406,2,5800
1101,121407,1,2900
1101,121502,2,5800
1101,121503,1,2900
1101,121504,1,2900
1101,121508,1,2900
1101,121509,2,5800
1101,121510,3,8700
1101,121511,3,8700
1101,121512,2,5800
1101,121513,2,5800
1101,121516,1,2900
1101,121517,1,2900
1101,121519,1,2900
1101,121520,3,8700
1101,121521,5,14500
1101,121522,4,11600
1101,122110,1,2000
1101,122111,1,2000
1101,122115,2,4000
1101,122117,1,2000
1101,122121,1,2000
1101,122122,2,4000
1101,122125,2,4000
1101,122126,1,2000
1101,122128,1,2000
